@relation camel-0-train4

@attribute ns numeric
@attribute nd numeric
@attribute nf numeric
@attribute entropy numeric
@attribute la numeric
@attribute ld numeric
@attribute lt numeric
@attribute fix numeric
@attribute ndev numeric
@attribute age numeric
@attribute nuc numeric
@attribute exp numeric
@attribute rexp numeric
@attribute sexp numeric
@attribute buggy_RA numeric

@data
1,1,2,0.458686,61,1,816,0,9,291.28,127,282,171.88,58,-1
1,1,1,0,4,1,362,0,7,2.44,66,1079,706.09,349,-1
1,2,4,1.66118,30,8,69.5,0,2,11.84,2,1081,708.01,698,-1
1,2,7,2.73957,31,14,66.43,0,7,77.94,4.57,1082,709,699,-1
1,2,3,1.50582,10,5,61,0,6,127.31,8.67,1083,709.99,700,-1
1,3,4,1.99035,21,8,61,0,2,165.06,1.75,1089,715.91,706,-1
1,2,5,2.21625,23,11,69,0,6,112.32,5.2,1090,716.9,707,-1
1,4,4,1.98083,4,7,103.25,0,6,2.01,9.25,1094,720.89,711,-1
1,2,5,2.27394,18,10,63.8,0,5,287.03,4.2,1096,722.77,713,-1
1,2,6,2.31955,40,12,77.83,0,6,124.4,5.33,1097,723.77,714,-1
1,2,3,1.08198,157,2,201,1,5,2.91,17.67,1565,1099.03,812,-1
1,2,3,1.5618,40,22,135,1,2,0.64,3.67,1098,724.63,715,-1
1,1,2,0.918296,3,3,178.5,0,3,0.21,3.5,1100,726.37,717,-1
1,2,2,0.918296,3,3,130.5,0,2,39.38,2,1102,727.35,718,-1
1,2,3,1.30369,100,18,265,0,3,4.38,2.33,1104,729.13,720,1
1,9,84,6.20542,499,200,95.89,0,8,164.57,2.7,1105,730.1,721,-1
2,2,4,0.942973,61,58,173.5,0,3,27.88,3.75,1568,1093.27,1697,1
1,1,1,0,2,2,38,1,4,118.68,9,1570,1095.05,57,-1
2,8,14,2.45379,437,25,126.43,0,8,24.29,7.07,1571,1095.91,1701,1
1,2,2,0.157906,87,0,108,0,3,19.42,3.5,1108,728.89,724,-1
1,3,4,1.42999,76,3,85,0,4,36.95,4.25,1109,729.87,725,-1
2,12,24,3.62173,496,31,222.83,0,10,40.13,16.08,1572,1096.51,1703,1
1,1,1,0,2,2,472,0,7,0,81,1573,1097.49,819,-1
1,4,12,2.84577,63,117,120.75,0,8,36.72,8.33,283,171.29,173,1
1,2,4,1.70383,167,8,139,0,6,49.63,13.25,1574,1097.1,886,-1
3,3,3,1.01076,994,909,527.33,0,9,6.03,96.67,1112,731.76,49,-1
2,2,2,0.721928,37,8,212.5,1,7,68.38,25,1577,1099.96,1709,-1
1,2,2,0.457432,82,1,112.5,0,7,5.56,22,1114,733.6,61,-1
1,1,1,0,0,63,63,0,4,0,9,289,176.96,178,-1
1,1,5,2.05898,0,337,67.4,0,7,279.65,4,1583,1103.98,825,-1
2,3,5,1.41708,44,10,154.4,1,5,98.34,10,1584,1104.91,949,-1
1,1,1,0,2,1,225,1,6,0.87,38,1118,736.32,730,-1
1,1,1,0,3,2,130,0,2,0.02,3,1119,737.26,351,-1
2,5,8,2.46955,379,4,85,1,8,3.35,12.63,1587,1107.59,943,-1
1,10,31,4.78868,196,77,80.03,0,7,77.39,2.9,1120,738.13,63,-1
1,2,2,0.682156,103,2,54,1,2,19.07,3.5,1589,1109.35,828,-1
1,1,1,0,1,1,939,0,1,1.24,1,1121,739.01,2,-1
1,1,1,0,2,2,140,0,4,0.92,5,290,177.66,179,-1
2,6,14,2.93745,334,15,114.14,0,6,54.66,7.93,1593,1111.34,1728,-1
1,10,17,2.93586,1222,524,89.71,0,3,70.61,0.94,2,1.85,2,1
2,4,4,1.90002,18,6,245.25,0,8,1.26,18.25,296,183.38,312,1
1,5,8,2.68246,49,12,272.75,1,7,78.27,22.75,1595,1111.46,834,-1
1,2,2,0.985228,4,3,74,1,2,33.41,2.5,1596,1112.45,835,-1
1,8,13,3.2188,309,55,130.38,1,6,24.48,6.62,1599,1114.85,838,1
1,1,1,0,85,0,0,0,0,0,0,3,2.84,3,-1
1,1,1,0,73,0,0,0,0,0,0,1124,739.08,733,-1
1,1,1,0,2,1,81,0,1,0.01,1,1126,741.06,735,-1
1,1,1,0,2,0,73,0,1,0.02,1,1127,742.06,736,-1
1,1,1,0,98,67,370,1,5,0.03,25,1602,1117.28,841,-1
1,6,11,2.18531,749,790,143.73,0,4,1.26,0.73,298,184.98,185,1
1,3,11,2.35437,63,172,252.27,0,9,59.41,14.91,300,186.86,187,1
1,1,1,0,4,0,939,0,2,2.08,4,301,187.67,2,-1
1,1,1,0,4,0,920,0,1,9.05,1,302,188.67,3,-1
1,2,3,0.793373,210,125,269.33,1,7,1.41,26.67,1608,1117.55,898,1
1,1,1,0,2,2,173,1,5,286.3,16,1610,1119.17,848,-1
1,1,1,0,2,2,85,0,3,54.32,4,1612,1120.81,850,-1
1,1,1,0,4,8,57,0,3,282.08,5,1614,1122.8,852,-1
1,1,1,0,2,1,174,0,3,1.33,6,305,190.92,133,-1
1,4,6,2.26132,104,5,128.5,1,6,85.63,5.5,88,64.71,70,-1
1,3,3,1.26058,1,56,73.33,0,5,45.15,11.33,307,192.78,134,-1
1,3,3,1.05744,1,237,106.67,0,3,170.36,5.67,1620,1127.13,855,-1
1,2,2,0.991076,7,11,85.5,0,4,55.43,5.5,1621,1128.12,856,-1
1,2,2,0.25593,92,1,189,0,6,0.57,18.5,1622,1128.99,903,-1
1,4,4,1.97589,176,2,11.75,0,7,7.75,7.25,1624,1130.71,857,1
1,1,2,0.99403,24,20,400,0,2,27.86,13.5,310,195.62,191,1
1,2,2,0.82448,129,18,103.5,1,5,46.33,13.5,1140,748.28,356,-1
1,2,6,1.96396,384,74,368.17,1,8,31.67,18.33,1629,1133.47,906,1
2,2,3,1.40293,11,12,171,0,5,14.65,18,316,201.18,335,1
1,1,2,1,10,28,180.5,0,3,0.73,25,318,203.14,142,1
1,2,3,0.630594,49,2,76.67,0,4,2.19,4.67,319,204.14,196,-1
1,1,1,0,4,0,253,0,5,75.59,31,1630,1132.95,861,-1
1,6,7,2.23166,157,13,188.43,0,8,50.97,9,1631,1133.9,862,-1
1,4,11,2.76135,191,23,127.18,0,6,3.26,5.73,1632,1134.73,907,1
1,2,2,0.291818,23,16,74.5,0,4,0.45,6,8,7.75,8,-1
1,4,5,2.01948,32,12,148.4,0,7,2.63,16.8,1633,1135.57,908,-1
1,2,3,0.999856,87,5,141.67,0,5,170.3,8.67,1635,1137.36,910,-1
3,5,6,1.45259,7,238,79,0,4,99.05,5.5,1636,1138.3,1833,-1
1,1,1,0,6,1,122,0,3,17.51,14,1141,746.8,740,-1
2,5,12,3.15808,51,45,180.58,1,11,11.15,15,1638,1138.45,1776,-1
1,1,1,0,0,16,132,0,6,21.02,27,1639,1139.45,60,-1
1,1,1,0,2,2,12,0,1,163.85,1,1640,1140.44,61,-1
1,1,1,0,4,6,112,0,4,8.92,7,1645,1144.77,868,-1
1,1,1,0,1,1,1290,1,6,2.09,47,1646,1145.7,915,-1
1,2,4,1.6589,93,11,138.75,0,6,34.42,3.5,274,180.72,141,-1
1,2,2,0.671083,104,4,22,0,1,0.95,1,1648,1146.19,917,-1
1,2,4,0.87804,103,1,179.5,0,6,24.23,16.5,1649,1147.15,918,-1
2,4,6,1.75394,28,117,228.17,0,8,79.64,18.67,1650,1148.07,932,-1
1,1,1,0,114,0,0,0,0,0,0,1652,1149.86,871,-1
1,4,5,1.83632,199,3,368.6,0,7,37.85,30.6,1653,1150.53,872,1
1,1,1,0,0,5,1194,0,7,0,140,1654,1151.52,873,-1
3,8,8,2.57609,36,10,107.75,0,7,218.48,7.5,1658,1151.7,1850,1
1,7,9,2.51095,15,26,93.33,0,6,61.03,5.67,1660,1153.07,924,-1
2,4,6,1.56003,109,12,139.67,1,6,15.37,7.33,1661,1154.02,1802,-1
1,2,2,0.594463,132,0,34,0,5,82.96,7,1662,1154.92,878,-1
1,2,5,2.21881,221,36,189,0,5,2.86,10.6,1664,1156.82,926,1
1,1,1,0,1,1,65,0,1,0,1,1665,1157.82,927,-1
1,1,1,0,2,0,54,0,3,22.35,5,1666,1158.72,928,-1
1,1,1,0,1,1,50,0,1,291.26,1,1668,1160.71,930,-1
1,1,1,0,9,2,127,0,3,4.22,15,1669,1160.19,931,-1
1,1,2,0.119116,123,1,46,0,1,0.07,0.5,1672,1162.59,934,-1
1,1,1,0,57,0,0,0,0,0,0,1674,1164.39,881,-1
1,1,1,0,2,2,65,0,1,354.34,2,1675,1165.36,935,-1
1,1,1,0,2,2,65,0,1,354.34,2,1676,1166.35,936,-1
1,1,1,0,10,7,123,0,3,211.84,4,1156,754.4,753,-1
1,2,2,0.156491,36,52,174.5,0,6,60.88,9.5,1157,755.38,754,-1
1,1,1,0,1,1,52,0,1,298.97,1,1677,1165.61,54,-1
1,4,6,2.24419,367,9,127.17,0,8,57.06,9.5,1159,756.84,756,-1
2,5,7,2.48049,268,3,29.71,0,4,8.08,3.14,1678,1166.1,1819,-1
2,17,51,5.42843,2,119,84.86,0,9,159.59,2.35,321,203.39,342,-1
1,3,8,2.61984,273,3,30.88,0,4,8.04,2.38,1161,757.98,758,-1
1,1,2,0.997503,15,2,56,1,5,337.05,4,1162,758.88,759,-1
1,1,2,0.235193,1,51,49.5,0,2,21.25,2.5,1683,1169.3,940,-1
3,8,12,2.79764,20,528,280.75,0,10,151.84,16.25,1684,1170.29,1840,-1
1,2,3,1.34859,11,0,86.67,0,6,89.79,7,1686,1170.32,887,-1
1,3,3,1.23874,36,8,220.67,0,6,3.04,11,1165,759.97,762,-1
2,9,13,3.14149,65,52,173.62,0,8,28.22,8.92,1687,1170.37,1830,-1
1,2,2,0.721928,3,2,311.5,0,4,31.55,10,1171,761.89,4,-1
1,1,1,0,1,1,37,0,1,105.1,1,1174,764.77,767,-1
1,3,3,0.589626,48,8,80,1,3,238.47,3,1175,765.76,768,-1
1,1,1,0,2,2,53,0,2,155.77,3,279,182.35,16,-1
1,1,2,1,1,3,124,0,5,120.59,10.5,1691,1167.36,891,-1
1,2,2,0.721928,7,8,502.5,0,8,0.94,37.5,1692,1168.35,892,-1
3,5,5,2.19161,16,2,414.2,0,9,17.34,22.2,1176,765.79,787,-1
2,4,4,1.18473,162,3,356.75,0,7,55.46,25.75,1694,1168.35,1839,-1
1,1,2,1,4,4,42,0,2,133.77,3,1698,1170.3,946,-1
2,5,6,2.22529,263,7,43.67,0,5,5.76,3.83,1178,765.83,835,-1
1,6,11,2.87598,467,29,92.18,0,4,45.14,1.36,11,10.39,11,1
1,1,1,0,5,5,156,0,4,13.17,5,12,11.37,12,-1
3,8,8,1.79589,50,10,135,0,4,176.35,2,1701,1171.14,1070,-1
1,4,9,2.78432,209,208,166.44,0,4,0.74,1.89,1181,767.6,771,1
1,4,7,1.8729,212,26,251.57,0,8,16.2,19.43,1702,1171.63,899,-1
1,1,1,0,25,0,134,0,6,35.95,18,1708,1175.89,953,-1
1,2,2,0.699772,12,25,316,0,4,2.75,12,1185,765.52,8,-1
1,6,44,5.12165,2210,42,13.14,0,5,9.2,0.61,282,182.95,146,-1
1,2,2,0.721928,110,0,0,0,0,0,0,283,183.59,147,-1
1,1,1,0,6,6,406,1,6,77.19,38,1190,767.78,776,-1
1,4,4,1.46501,32,5,430,1,9,38.21,27,285,184.97,100,-1
1,2,5,1.93679,306,0,21.8,1,4,5.04,3.8,1712,1165.06,904,-1
1,2,3,1.26077,7,10,79.33,1,4,67.91,8,1191,765.57,82,-1
1,2,3,0.924575,19,159,81.67,0,4,302.25,3,1715,1165.85,957,-1
2,6,10,1.89261,297,413,157.5,1,9,64.86,9.3,1718,1164.59,1867,1
1,2,3,1.44838,222,0,153,0,7,8.57,20,1725,1169.84,962,1
1,1,1,0,1,1,170,0,5,7.25,29,1726,1170.77,963,-1
1,2,3,0.87475,92,0,593.67,0,8,8.51,31.33,1729,1171.64,965,1
1,1,1,0,23,0,134,0,7,0.09,34,1732,1174.02,967,-1
1,1,1,0,3,6,165,0,8,75.4,28,1199,767.97,783,-1
1,1,1,0,1,1,74,0,2,38.11,9,1200,768.96,784,-1
1,3,5,2.32193,5,5,50.4,0,3,143.95,1.4,1734,1175.71,969,-1
1,1,1,0,8,7,78,0,3,22.48,6,1735,1176.55,970,-1
1,1,1,0,1,1,62,0,1,0.1,1,1738,1178.11,917,-1
2,14,18,3.45874,334,57,337.33,0,10,45.73,24.67,1739,1179.11,1890,1
2,10,21,4.01902,815,131,270.95,0,10,24.45,21,1740,1179.65,1892,1
1,2,3,1.40755,72,16,42.33,0,1,1.46,0.33,1201,768.55,785,-1
2,4,4,1.85856,5,6,196.75,0,8,2.14,22.25,1202,769.54,1150,-1
1,1,1,0,0,7,178,0,3,34.89,10,1741,1180.49,974,-1
1,3,5,2.10449,0,111,382.4,0,9,86.71,43.4,1742,1181.49,920,-1
2,4,9,2.69407,168,35,105.78,0,6,75.17,4.67,1743,1182.49,1896,1
1,1,1,0,1,1,234,0,6,61.34,57,89,61.95,71,1
2,5,8,2.75577,20,37,246.63,0,10,29.27,17.75,329,203.36,354,-1
2,9,11,3.32446,17,29,245.27,0,9,49.82,15.18,331,205.26,358,1
2,7,10,2.4262,233,21,213.1,1,9,29.93,21.8,1745,1182.62,1899,1
2,2,2,0.918296,6,6,50,0,1,0.88,0.5,1746,1183.61,1901,-1
1,2,5,2.12809,8,6,585.2,0,9,53.09,46.2,1747,1184.42,924,-1
1,1,1,0,1,0,373,0,9,3.23,65,1204,770.05,788,-1
2,4,5,2.12661,7,9,225,0,5,31.58,7.8,1749,1186,983,-1
1,1,1,0,2,2,55,0,1,168.65,1,1206,771.19,790,-1
1,3,3,1.32218,21,1,570,1,7,0.76,65,1752,1187.56,927,-1
2,4,12,3.38268,32,25,109.08,0,8,28.69,6.67,333,206.62,362,-1
1,4,4,1.55375,8,21,353.75,0,9,0.92,39.5,335,208.56,157,-1
1,3,4,1.9328,5,12,251.75,0,8,0.75,36.75,337,210.46,158,-1
2,4,5,1.76763,12,47,234.4,0,9,13.71,37.4,338,211.29,367,-1
1,5,8,2.32567,30,28,247.88,0,9,5.96,22.13,339,212.24,160,1
1,1,2,0.811278,24,0,76,0,2,0.25,1,1753,1181.45,982,-1
1,1,3,0.660462,78,4,107.33,0,2,24.66,3.33,1754,1182.17,983,-1
1,5,9,2.85753,89,122,105,1,7,43.51,11.11,1210,770.29,794,1
1,1,1,0,3,3,32,0,1,331.62,2,286,182.29,1,-1
1,1,1,0,13,12,110,0,1,340.39,1,287,183.28,2,-1
1,2,8,2.77101,476,20,142.5,1,8,4.62,14.13,1756,1182.13,985,-1
1,2,6,2.44452,9,10,124.5,0,7,42.07,7,1758,1183.57,987,-1
1,3,4,1.62637,438,2,503.25,0,6,17.26,16.5,1760,1185.56,928,-1
1,1,1,0,5,1,304,0,1,460.48,1,1215,773.79,5,-1
1,2,4,1.94335,116,26,63.5,1,5,0.18,8.25,1764,1187.77,931,1
1,2,5,1.10065,101,3,95.8,0,8,26.73,12,1765,1188.44,989,-1
2,4,11,3.1886,338,22,28.36,1,6,3.25,3.27,1766,1189.35,991,1
1,2,5,2.18911,31,10,246.8,0,8,12.08,27.2,1767,1190.14,933,-1
1,1,1,0,1,1,61,0,2,74.42,11,1769,1191.95,935,-1
1,2,2,0.384312,79,1,186.5,1,7,6.88,14.5,35,17.69,19,-1
1,2,2,0.371232,26,2,225.5,1,8,0.03,15,36,18.68,20,-1
1,2,3,1.10714,74,17,124.67,1,6,39.13,12.67,37,19.68,21,-1
3,3,7,2.03411,1,768,114.43,0,5,567.86,1.71,1219,774.12,813,-1
1,2,3,1.39958,6,9,164,0,6,0.34,11,1223,777.57,802,-1
1,11,14,3.22377,463,23,66.64,0,5,254.3,1.57,1224,778.55,84,-1
2,3,4,1.73293,144,0,17,0,5,25.22,3,1226,780.48,1173,-1
1,2,2,0.468996,8,12,74,0,3,62.35,6,342,212.83,210,-1
1,5,7,2.18865,352,0,29.57,0,3,95.68,2.86,1228,781.42,85,-1
1,5,7,2.17293,336,0,29.57,0,4,105.25,2.29,1229,782.39,86,-1
1,1,1,0,5,4,297,1,7,4.8,40,1231,784.27,805,-1
1,2,2,0.1449,96,1,93.5,0,5,17.96,3.5,1779,1195.28,994,-1
1,2,2,0.995979,67,0,0,0,0,0,0,344,214.42,40,-1
1,2,2,0.995979,67,0,0,0,0,0,0,345,215.41,41,-1
1,3,4,1.23264,168,3,51.5,0,4,125.75,5,1234,786.19,90,-1
1,1,1,0,4,3,117,0,5,154.96,10,1782,1196.59,942,-1
1,1,1,0,94,0,0,0,0,0,0,1784,1196.39,944,-1
1,1,1,0,0,69,69,0,1,2.78,1,1235,785.47,91,-1
1,4,4,1.97987,24,0,26.75,0,7,123.01,6,346,215.68,212,-1
1,4,4,1.98859,12,45,32.75,0,7,0.03,6.25,1236,786.04,806,-1
1,3,3,1.35713,27,1,197.33,0,7,2.44,13,1790,1200.09,950,-1
1,1,1,0,72,0,0,0,0,0,0,14,12.51,0,-1
1,3,5,2.25435,227,13,76.4,0,7,0.02,12.2,1792,1201.64,999,1
1,3,3,1.43716,90,2,134.33,0,7,0.01,20.67,1793,1202.56,1000,1
2,6,19,3.72881,523,26,63.11,0,6,5.95,1.21,289,182.7,252,-1
1,1,1,0,1,1,494,0,3,95.31,6,94,65.35,75,-1
1,1,1,0,5,0,404,0,4,0.94,15,16,14.48,15,-1
1,1,1,0,21,27,222,0,4,26.97,10,17,15.48,16,-1
1,1,1,0,9,5,991,0,3,22.83,12,1241,788.42,8,-1
1,1,2,1,7,5,92,0,1,3.76,1,1242,789.39,810,-1
1,3,3,0.364988,0,342,352,0,8,127.57,27,1245,792.23,15,-1
1,2,2,0.811278,3,1,120.5,0,8,23.62,25.5,1246,793.01,812,-1
1,1,1,0,1,1,238,0,5,23.17,25,292,185.31,5,-1
1,1,1,0,2,0,591,0,9,4.11,94,347,214.25,42,-1
1,4,20,4.23833,91,61,97.45,0,5,8.13,1.15,348,215.23,213,-1
1,3,15,3.41843,178,158,82.73,0,5,12.85,1.47,349,216.22,214,-1
1,3,3,0.90117,39,2,177.33,1,2,38.95,2.33,95,65.65,20,-1
4,6,6,2.09844,23,21,195.5,0,6,18.44,7.5,1252,791.86,990,-1
0,0,0,0,0,0,0,0,0,0,0,354,220.44,0,-1
1,1,1,0,6,0,103,0,5,29.85,12,295,186.04,154,-1
5,9,11,2.70518,72,80,243.09,0,6,34.96,5.55,1253,785.87,1005,-1
2,9,13,3.46031,581,6,27,0,6,33.87,6.77,1796,1177.86,1954,-1
1,2,2,0.696212,12,4,280.5,1,3,6.76,4.5,97,66.76,22,-1
1,2,3,0.690695,84,3,156.33,1,3,9.27,14.67,1798,1178.42,955,1
1,2,5,1.95367,156,6,129.6,0,8,12.57,20.2,1799,1179.36,956,1
1,1,1,0,5,5,53,0,3,17.18,7,1801,1181.12,958,-1
1,3,5,1.62261,1,92,76.8,0,4,169.32,7.6,1802,1181.95,66,-1
1,4,4,1.69024,24,5,153.5,1,2,42.83,2.5,1254,783.65,370,1
1,1,1,0,91,0,0,0,0,0,0,359,222.96,220,-1
1,1,1,0,10,1,43,0,3,31.4,4,1256,784.94,820,-1
1,1,1,0,11,1,100,0,6,60.82,14,1257,785.93,821,1
1,1,1,0,3,2,113,0,2,39.8,3,1258,786.85,822,-1
1,1,2,0.663197,58,0,23,0,1,9.8,1,1805,1183.06,960,-1
1,3,3,1.55352,13,12,82.67,0,5,180.59,8,1806,1184.05,961,-1
1,1,2,0.485461,17,2,105.5,0,3,64.29,5,1262,790.16,826,-1
1,2,3,0.918974,40,30,107,1,6,18.31,8,1263,791.11,827,-1
0,0,0,0,0,0,0,0,0,0,0,1264,791.35,0,-1
1,1,1,0,1,1,95,0,3,1.52,7,1265,792.32,828,-1
1,4,5,2.04644,10,10,160,0,7,1.65,7.6,1268,794.87,829,-1
2,11,20,3.50616,330,139,219.45,0,9,49.66,16.15,1811,1186.44,1970,1
2,3,3,0.716404,30,31,845.33,0,9,0.38,77.33,1812,1187.3,1972,-1
1,1,4,1.45967,139,102,85,0,6,138.81,4.25,1271,796.87,832,1
1,2,2,0.37602,55,0,95,0,7,0.34,11.5,1817,1190.47,969,-1
1,5,6,2.22125,24,24,88.83,0,1,2.7,0.33,1820,1191.47,972,-1
1,6,10,2.23914,189,11,250.1,0,8,3.46,20.7,1822,1193.3,974,-1
1,2,2,0.281194,41,0,172,0,6,149.51,15,1272,795.83,372,-1
1,2,3,0.548954,41,1,189.67,1,6,22.64,20.33,1273,796.83,373,-1
1,1,1,0,7,2,185,1,6,0.04,24,1274,797.78,374,-1
1,2,2,0.485461,18,1,70,1,3,91.79,4.5,1275,797.65,375,-1
1,6,15,2.49839,263,9,77.07,0,2,3.67,0.73,1824,1192.96,976,-1
2,6,7,2.65751,16,11,227.29,1,8,14.38,14.29,1825,1193.52,1986,-1
1,1,1,0,3,3,123,1,3,360.27,3,1280,801.61,837,-1
1,1,3,1.24756,24,8,165,0,6,4.03,14.33,1282,801.98,838,-1
1,1,1,0,8,9,154,0,2,176.3,5,1827,1191.29,979,-1
3,7,7,1.93444,164,14,173.71,1,7,24.25,11.71,1831,1195.08,2054,1
1,2,3,0.265575,54,54,219.67,0,1,0.03,3,1836,1198.11,985,-1
1,4,57,5.58328,313,28,47.91,0,5,31.08,0.47,1284,802.13,840,-1
1,1,1,0,12,13,298,1,7,24.01,41,1285,803.1,841,-1
1,1,1,0,1,1,417,1,7,0.07,64,1286,804.1,842,-1
1,6,5,2,4,0,23.6,0,7,27.6,5.4,1287,805.1,843,-1
1,2,2,0.13304,107,1,62,0,2,0.93,7.5,1838,1198.11,987,-1
1,2,2,0.242292,50,0,97.5,0,3,25.38,6,1839,1198.94,988,-1
1,3,6,2.01493,166,19,226.17,0,7,100.05,20.67,1841,1200.92,1013,1
1,4,7,2.75,8,8,60.57,0,4,141.39,2,1842,1201.89,63,-1
3,8,10,2.7767,431,0,172.4,0,9,2.71,13.3,1844,1203.79,91,1
1,1,1,0,6,7,77,0,1,6.2,2,1845,1204.57,991,-1
1,6,9,2.63102,119,12,131.67,0,4,4.5,4.67,1846,1205.35,992,-1
1,2,2,0.60984,37,3,255,1,7,14.71,31.5,2,1.34,1,-1
1,1,1,0,113,0,0,0,0,0,0,1856,1211.62,998,-1
1,1,4,1.97125,229,0,0,0,0,0,0,1857,1212.55,1021,-1
1,4,4,1.69232,167,30,510,0,7,15.63,51.75,1858,1213.31,999,-1
1,1,1,0,8,6,168,1,6,1.4,24,1292,805.4,847,-1
1,5,28,3.9678,351,117,88,0,5,21.58,1.46,297,182.76,156,-1
1,1,1,0,2,11,640,0,2,0,6,104,71.94,82,-1
1,1,1,0,3,1,126,0,4,0,33,1862,1210.39,1002,-1
1,4,4,0.865933,116,4,125,0,5,6.45,13.25,1863,1211.35,1003,-1
2,11,17,3.31212,407,3,148.71,0,8,21.06,13.24,1864,1212.09,2028,-1
3,16,25,3.71751,539,75,229,0,10,16.77,14.48,1866,1212.06,2099,1
1,1,1,0,14,2,67,0,2,11.11,2,20,17.33,19,-1
2,2,3,1.26638,41,42,924.67,0,10,32.69,73.67,1873,1216.62,2040,-1
1,2,2,0.849751,11,18,310,0,4,14.34,16,1295,801.11,13,-1
1,1,1,0,1,1,1146,0,5,42.34,37,1296,802.11,850,-1
1,1,1,0,4,0,230,0,7,17.41,53,1297,803.11,73,-1
1,3,4,1.33263,82,53,242.5,0,4,41.68,4.75,21,18.28,20,1
1,1,1,0,4,2,96,0,4,2.83,21,1877,1218.88,1015,-1
1,1,1,0,11,1,40,0,2,7.32,14,1299,803.91,851,1
1,2,3,1.29756,115,105,298.33,0,4,0.84,6.67,1300,804.86,852,-1
2,8,8,2.97095,12,8,68.75,0,4,292.96,3.25,1301,805.86,947,-1
1,7,9,2.70941,314,40,251.89,0,7,2.15,19.44,1879,1220.4,1017,1
1,6,12,2.92874,200,33,182.83,0,7,3.27,14.25,1881,1221.8,1019,-1
1,7,12,2.69463,121,50,126.08,1,9,42.16,10.33,1303,806.84,854,-1
1,4,5,0.962233,185,7,134.4,0,9,11.69,18.8,1882,1221.26,1020,1
1,1,1,0,16,0,22,0,1,0.06,1,1886,1224.7,1033,-1
1,1,1,0,5,1,189,0,4,0.23,14,24,21.18,23,-1
1,2,2,0.903932,94,3,68.5,0,4,68.29,7.5,1888,1225.18,1034,-1
2,3,3,0.868393,15,1,342,0,9,16.49,59,1307,807.58,396,-1
1,3,9,2.9666,312,274,101,0,1,0.01,0.11,1308,808.56,856,1
1,2,2,0.859532,98,8,69.5,0,3,78.53,3,1889,1223.54,1035,-1
1,1,1,0,2,27,166,0,1,0.19,1,1309,809.3,857,-1
1,4,6,1.62313,46,45,219.67,0,4,2.03,5,1310,810.29,858,-1
1,2,2,0.962054,127,0,0,0,0,0,0,1891,1223.6,1036,-1
1,3,3,0.968165,37,6,189.67,1,3,13.39,3.67,1892,1224.5,1025,-1
1,1,2,0.787127,15,2,336.5,0,1,5.11,8.5,1895,1226.98,1026,-1
1,2,2,0.458686,27,4,142,0,1,0.46,0.5,1316,814.03,862,-1
2,4,7,2.19336,130,9,134.57,0,8,44.63,9,1317,814.85,1243,-1
1,2,2,1,2,2,260.5,0,7,6.79,9.5,1896,1226.03,1027,-1
1,1,1,0,9,8,161,0,1,0.24,7,1318,815.49,864,-1
2,6,7,2.6003,209,4,299.14,0,9,10.96,30.43,1898,1227.34,2069,1
2,2,2,0.970951,8,2,696,0,4,2.06,7.5,1319,815.03,37,-1
1,2,2,0.796639,83,0,60,0,1,70.47,2.5,1900,1227.15,1041,-1
1,1,1,0,1,1,109,0,2,1.65,5,1321,815.82,865,-1
1,6,9,3.03064,3,13,422.78,0,9,74.17,30.44,1323,817.69,381,-1
1,7,11,3.13168,2,33,81.82,0,7,168.31,3.45,1324,818.69,95,-1
1,35,52,4.90767,11,130,101.79,0,11,135.3,5.63,1325,819.69,867,1
1,1,1,0,9,1,98,1,2,91.82,8,1326,820.53,868,-1
1,1,1,0,10,1,98,1,2,91.83,4,1327,821.51,869,-1
1,1,2,0.918296,6,6,140,0,3,11.01,9.5,1329,823.49,871,-1
1,4,4,1.84991,145,40,111,0,4,111.08,4,1330,823.39,872,1
1,1,1,0,2,0,88,0,3,0,6,1331,824.38,873,-1
1,2,2,0.509516,50,3,81.5,1,5,8.49,10.5,1904,1227.24,1034,1
1,2,3,1.41345,122,0,30.67,0,3,32.01,2,1905,1228.23,1035,-1
1,2,3,1.56638,100,0,0,0,0,0,0,1907,1230.05,1042,-1
1,2,2,0.918296,3,3,264.5,0,8,9.06,37.5,1908,1231.04,1043,-1
1,1,1,0,2,2,71,0,1,14.27,1,1911,1233.78,1046,-1
1,1,7,2.58184,3,271,48.71,0,7,191.43,5.14,1914,1236.71,1038,-1
1,1,1,0,2,2,41,0,1,1.05,1,306,187.39,108,-1
3,4,4,1.63932,9,10,429.75,0,7,7.26,15,1917,1238.02,143,-1
1,1,1,0,1,1,226,0,5,41.87,22,1921,1239.41,1041,-1
1,1,1,0,1,3,150,0,3,1.29,7,1334,823.76,75,-1
1,3,8,2.73133,392,6,92.63,1,8,34.25,7.38,1336,824.28,876,-1
2,2,2,0.345117,28,3,546,0,8,57.5,44.5,1926,1241.52,2095,-1
1,2,3,1.3058,1,26,97.33,1,6,18.56,5,310,190.35,164,-1
2,4,5,2.17479,177,0,38.6,0,4,5.58,2.4,1931,1244.73,2101,-1
1,1,4,1.75882,33,30,78,0,3,47.98,2.5,1933,1246.53,1055,-1
1,2,3,0.840491,18,5,245.67,0,5,39.78,15.67,1936,1247.67,1051,-1
1,2,2,0.663197,22,7,179.5,0,2,0.83,7.5,1937,1248.59,1052,-1
1,1,1,0,1,2,48,0,1,0.94,1,1938,1249.55,1057,-1
